genre
"acoustic pop"
"alt z"
"alternative metal"
"anime lo-fi"
"ann arbor indie"
"art pop"
"asian american hip hop"
"atl hip hop"
"atlanta punk"
"australian alternative pop"
"australian hip hop"
"australian indie folk"
"background piano"
"barbadian pop"
"bedroom pop"
"bedroom r&b"
"bedroom soul"
"boston hip hop"
"boy band"
"cali rap"
"canadian ccm"
"canadian contemporary r&b"
"canadian metal"
"canadian pop"
"canadian pop punk"
"canadian punk"
"canadian rock"
"candy pop"
"chamber pop"
"chicago rap"
"chill r&b"
"christian alternative rock"
"christian punk"
"cincinnati indie"
"city pop"
"classic uk pop"
classify
"cloud rap"
"compositional ambient"
"conscious hip hop"
"contemporary r&b"
"dance pop"
"dark trap"
"dayton indie"
"deep underground hip hop"
"dirty south rap"
"dream pop"
easycore
edm
electropop
electropowerpop
emo
eurodance
europop
"florida drill"
"florida rap"
folk-pop
funk
"funk rock"
"gangster rap"
"gen z singer-songwriter"
"german techno"
"hawaiian hip hop"
hel
"hip hop"
"hip pop"
hopebeat
"indie anthem-folk"
"indie folk"
"indie pop"
"indie pop rap"
"indie poptimism"
"indie r&b"
"indie rock"
"indie soul"
indiecoustica
indietronica
"instrumental funk"
"instrumental rock"
"instrumental worship"
"jazz pop"
"kentucky hip hop"
"korean instrumental"
"la pop"
"melbourne bounce international"
"melodic rap"
"memphis hip hop"
metalcore
metropopolis
"miami hip hop"
"minneapolis indie"
"minneapolis sound"
"mississippi indie"
"modern alternative rock"
"modern folk rock"
"modern indie folk"
"modern indie pop"
"modern rock"
"nashville indie"
"neo mellow"
"neo soul"
neo-classical
neo-singer-songwriter
"neon pop punk"
"new age piano"
"new americana"
"new jersey indie"
"new orleans rap"
"north carolina hip hop"
"north carolina indie"
"nu disco"
"nu metal"
"oakland indie"
"ohio hip hop"
"permanent wave"
"piano rock"
pixie
pop
"pop dance"
"pop emo"
"pop punk"
"pop r&b"
"pop rap"
"pop rock"
"pop soul"
post-grunge
post-hardcore
"post-teen pop"
"pov: indie"
"power pop"
"progressive electro house"
punk
r&b
rap
"rap metal"
"rap rock"
rock
screamo
"shimmer pop"
singer-songwriter
"singer-songwriter pop"
"slap house"
"socal pop punk"
"social media pop"
"soulful house"
"south african rock"
"southern hip hop"
"stomp and flutter"
"stomp and holler"
"synth funk"
"talent show"
"teen pop"
"tempe indie"
"tennessee hip hop"
"texas pop punk"
trap
"trap latino"
"trap soul"
"uk alternative pop"
"uk pop"
"underground hip hop"
"urban contemporary"
"viral rap"
"viral trap"
