acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,music_key,liveness,loudness,mode,name,speechiness,tempo,time_signature,track_href,type,uri,valence
0.968,https://api.spotify.com/v1/audio-analysis/1DzWoH01tDXkozpg0OB3XN,0.578,345867,0.082,1DzWoH01tDXkozpg0OB3XN,0.572,0,0.22,-22.769,0,"These Foolish Things",0.0496,135.704,4,https://api.spotify.com/v1/tracks/1DzWoH01tDXkozpg0OB3XN,audio_features,spotify:track:1DzWoH01tDXkozpg0OB3XN,0.462
0.0132,https://api.spotify.com/v1/audio-analysis/1e9fmmm8Xo2eogtSNMpQj7,0.528,237733,0.731,1e9fmmm8Xo2eogtSNMpQj7,0.00436,1,0.0973,-6.329,0,"Sure Thang",0.0794,145.981,4,https://api.spotify.com/v1/tracks/1e9fmmm8Xo2eogtSNMpQj7,audio_features,spotify:track:1e9fmmm8Xo2eogtSNMpQj7,0.279
0.36,https://api.spotify.com/v1/audio-analysis/1EdJgierYBwC6uAac2UhhG,0.704,191773,0.659,1EdJgierYBwC6uAac2UhhG,0,10,0.0974,-6.789,1,"Build Me A Girl",0.0606,94.993,4,https://api.spotify.com/v1/tracks/1EdJgierYBwC6uAac2UhhG,audio_features,spotify:track:1EdJgierYBwC6uAac2UhhG,0.325
0.527,https://api.spotify.com/v1/audio-analysis/1eDS8ii1utvj0PjfQLrDb4,0.614,287907,0.591,1eDS8ii1utvj0PjfQLrDb4,0,5,0.111,-6.919,0,Skin,0.0651,120.04,4,https://api.spotify.com/v1/tracks/1eDS8ii1utvj0PjfQLrDb4,audio_features,spotify:track:1eDS8ii1utvj0PjfQLrDb4,0.481
0.0722,https://api.spotify.com/v1/audio-analysis/1eMBtkX7Ae4WHoKyMRn4wQ,0.64,193187,0.675,1eMBtkX7Ae4WHoKyMRn4wQ,0.00000108,9,0.206,-5.011,1,Doubt,0.0936,80.921,4,https://api.spotify.com/v1/tracks/1eMBtkX7Ae4WHoKyMRn4wQ,audio_features,spotify:track:1eMBtkX7Ae4WHoKyMRn4wQ,0.698
0.62,https://api.spotify.com/v1/audio-analysis/1eQBEelI2NCy7AUTerX0KS,0.592,320680,0.403,1eQBEelI2NCy7AUTerX0KS,0,0,0.54,-8.768,0,"Ultralight Beam",0.414,105.169,4,https://api.spotify.com/v1/tracks/1eQBEelI2NCy7AUTerX0KS,audio_features,spotify:track:1eQBEelI2NCy7AUTerX0KS,0.391
0.215,https://api.spotify.com/v1/audio-analysis/1FhvSbjZmQQ5qeKXo6JilC,0.582,231205,0.617,1FhvSbjZmQQ5qeKXo6JilC,0.000004,10,0.0805,-6.262,0,"Black Mambo - Stripped",0.082,170.57,4,https://api.spotify.com/v1/tracks/1FhvSbjZmQQ5qeKXo6JilC,audio_features,spotify:track:1FhvSbjZmQQ5qeKXo6JilC,0.5
0.932,https://api.spotify.com/v1/audio-analysis/1FR7sSXjt4lCN965GvR5ym,0.425,189128,0.108,1FR7sSXjt4lCN965GvR5ym,0.0000038,0,0.126,-11.922,1,"On Our Own",0.0475,77.544,3,https://api.spotify.com/v1/tracks/1FR7sSXjt4lCN965GvR5ym,audio_features,spotify:track:1FR7sSXjt4lCN965GvR5ym,0.238
0.914,https://api.spotify.com/v1/audio-analysis/1FxbmTpIXQ1TxR4Y3Klbba,0.511,220500,0.305,1FxbmTpIXQ1TxR4Y3Klbba,0,6,0.122,-10.961,1,"UP ALL NIGHT",0.0437,139.876,4,https://api.spotify.com/v1/tracks/1FxbmTpIXQ1TxR4Y3Klbba,audio_features,spotify:track:1FxbmTpIXQ1TxR4Y3Klbba,0.387
0.968,https://api.spotify.com/v1/audio-analysis/1fzbCEwVVL2D2SrgOEZJmA,0.157,240027,0.0995,1fzbCEwVVL2D2SrgOEZJmA,0.924,1,0.0922,-13.76,1,"The Star-Crossed Lovers (aka Pretty Girl)",0.0337,182.655,1,https://api.spotify.com/v1/tracks/1fzbCEwVVL2D2SrgOEZJmA,audio_features,spotify:track:1fzbCEwVVL2D2SrgOEZJmA,0.072
0.156,https://api.spotify.com/v1/audio-analysis/1g3hJAu22j2gINrSTSpwp0,0.626,223627,0.62,1g3hJAu22j2gINrSTSpwp0,0.668,8,0.135,-8.067,1,"Johnson Song",0.0302,136.046,4,https://api.spotify.com/v1/tracks/1g3hJAu22j2gINrSTSpwp0,audio_features,spotify:track:1g3hJAu22j2gINrSTSpwp0,0.869
0.761,https://api.spotify.com/v1/audio-analysis/1G61R4Apblr1JtMRCRepsc,0.241,394067,0.489,1G61R4Apblr1JtMRCRepsc,0.00000816,8,0.933,-11.378,1,"All At Sea - Live At Ronnie Scott's",0.0625,176.521,4,https://api.spotify.com/v1/tracks/1G61R4Apblr1JtMRCRepsc,audio_features,spotify:track:1G61R4Apblr1JtMRCRepsc,0.393
0.759,https://api.spotify.com/v1/audio-analysis/1g6aK9HzKkbbQ2RpqtUyvL,0.549,292625,0.313,1g6aK9HzKkbbQ2RpqtUyvL,0.108,2,0.0875,-11.525,1,Moments,0.0322,113.962,3,https://api.spotify.com/v1/tracks/1g6aK9HzKkbbQ2RpqtUyvL,audio_features,spotify:track:1g6aK9HzKkbbQ2RpqtUyvL,0.216
0.911,https://api.spotify.com/v1/audio-analysis/1geDZ319Tc5lEN9PILhFKC,0.544,143930,0.297,1geDZ319Tc5lEN9PILhFKC,0.00318,11,0.105,-8.416,0,"Love Your Heart",0.275,158.054,4,https://api.spotify.com/v1/tracks/1geDZ319Tc5lEN9PILhFKC,audio_features,spotify:track:1geDZ319Tc5lEN9PILhFKC,0.278
0.0259,https://api.spotify.com/v1/audio-analysis/1gXBi2I04CLJkTQnhNfEJT,0.38,203813,0.438,1gXBi2I04CLJkTQnhNfEJT,0.0000129,5,0.154,-5.526,0,"Weight in Gold",0.0962,179.404,3,https://api.spotify.com/v1/tracks/1gXBi2I04CLJkTQnhNfEJT,audio_features,spotify:track:1gXBi2I04CLJkTQnhNfEJT,0.349
0.0916,https://api.spotify.com/v1/audio-analysis/1heedLev2Wv4ZIs8atnnCp,0.59,200882,0.794,1heedLev2Wv4ZIs8atnnCp,0.000126,8,0.245,-4.472,1,"Constant Conversations",0.143,140.182,4,https://api.spotify.com/v1/tracks/1heedLev2Wv4ZIs8atnnCp,audio_features,spotify:track:1heedLev2Wv4ZIs8atnnCp,0.203
0.0381,https://api.spotify.com/v1/audio-analysis/1HOUzEsetdIPSpAgRPhZQt,0.708,229013,0.612,1HOUzEsetdIPSpAgRPhZQt,0,5,0.277,-6.379,0,"Nobody Else but You",0.122,139.913,4,https://api.spotify.com/v1/tracks/1HOUzEsetdIPSpAgRPhZQt,audio_features,spotify:track:1HOUzEsetdIPSpAgRPhZQt,0.263
0.00399,https://api.spotify.com/v1/audio-analysis/1hPajXXDa8dfTFABNZe2Ri,0.696,196653,0.853,1hPajXXDa8dfTFABNZe2Ri,0,2,0.0843,-4.122,1,"Mind Your Manners (feat. Icona Pop)",0.237,92.976,4,https://api.spotify.com/v1/tracks/1hPajXXDa8dfTFABNZe2Ri,audio_features,spotify:track:1hPajXXDa8dfTFABNZe2Ri,0.685
0.0759,https://api.spotify.com/v1/audio-analysis/1HwpWwa6bnqqRhK8agG4RS,0.66,214227,0.666,1HwpWwa6bnqqRhK8agG4RS,0,9,0.0268,-4.342,1,"Beautiful Soul",0.0472,89.975,4,https://api.spotify.com/v1/tracks/1HwpWwa6bnqqRhK8agG4RS,audio_features,spotify:track:1HwpWwa6bnqqRhK8agG4RS,0.933
0.733,https://api.spotify.com/v1/audio-analysis/1i6gUYGzJF7XMukcwSwJ7k,0.704,264596,0.686,1i6gUYGzJF7XMukcwSwJ7k,0.000048,7,0.0977,-5.096,1,"Remind You",0.0439,101.05,4,https://api.spotify.com/v1/tracks/1i6gUYGzJF7XMukcwSwJ7k,audio_features,spotify:track:1i6gUYGzJF7XMukcwSwJ7k,0.427
0.0145,https://api.spotify.com/v1/audio-analysis/1I6pKIyaBp4OebTGLJpCCC,0.853,210053,0.871,1I6pKIyaBp4OebTGLJpCCC,0.0000684,8,0.198,-3.715,1,Perm,0.0851,124.021,4,https://api.spotify.com/v1/tracks/1I6pKIyaBp4OebTGLJpCCC,audio_features,spotify:track:1I6pKIyaBp4OebTGLJpCCC,0.863
0.56,https://api.spotify.com/v1/audio-analysis/1I9GllIh1R3EMvTFT5Tfn7,0.68,186713,0.34,1I9GllIh1R3EMvTFT5Tfn7,0.0021,6,0.0705,-6.985,1,"Fair-Weather Friend",0.115,131.353,3,https://api.spotify.com/v1/tracks/1I9GllIh1R3EMvTFT5Tfn7,audio_features,spotify:track:1I9GllIh1R3EMvTFT5Tfn7,0.391
0.591,https://api.spotify.com/v1/audio-analysis/1iDIw4DDH0d4BynkTnzBAY,0.864,244973,0.495,1iDIw4DDH0d4BynkTnzBAY,0.000133,0,0.0992,-7.036,1,"Somebody That I Used To Know",0.037,129.062,4,https://api.spotify.com/v1/tracks/1iDIw4DDH0d4BynkTnzBAY,audio_features,spotify:track:1iDIw4DDH0d4BynkTnzBAY,0.72
0.368,https://api.spotify.com/v1/audio-analysis/1iTiSQWPJNqthOMG8HG6gI,0.567,256240,0.429,1iTiSQWPJNqthOMG8HG6gI,0,0,0.522,-7.792,1,"Time Alone With You (feat. Daniel Caesar)",0.462,79.153,4,https://api.spotify.com/v1/tracks/1iTiSQWPJNqthOMG8HG6gI,audio_features,spotify:track:1iTiSQWPJNqthOMG8HG6gI,0.586
0.645,https://api.spotify.com/v1/audio-analysis/1ITJTMrS4cx8zdlI7DdSoo,0.769,243601,0.546,1ITJTMrS4cx8zdlI7DdSoo,0.000231,0,0.0948,-8.27,0,"Me & You ◑",0.0387,120.22,4,https://api.spotify.com/v1/tracks/1ITJTMrS4cx8zdlI7DdSoo,audio_features,spotify:track:1ITJTMrS4cx8zdlI7DdSoo,0.603
0.433,https://api.spotify.com/v1/audio-analysis/1JqcZQCnxjDOfZZwQidb1H,0.751,207722,0.684,1JqcZQCnxjDOfZZwQidb1H,0.00000592,1,0.18,-4.325,1,Broke,0.303,89.984,4,https://api.spotify.com/v1/tracks/1JqcZQCnxjDOfZZwQidb1H,audio_features,spotify:track:1JqcZQCnxjDOfZZwQidb1H,0.864
0.00442,https://api.spotify.com/v1/audio-analysis/1JQiZTI59vPKwXHaU0md7I,0.434,236733,0.842,1JQiZTI59vPKwXHaU0md7I,0.000142,4,0.308,-4.468,1,Australia,0.038,169.935,4,https://api.spotify.com/v1/tracks/1JQiZTI59vPKwXHaU0md7I,audio_features,spotify:track:1JQiZTI59vPKwXHaU0md7I,0.838
0.298,https://api.spotify.com/v1/audio-analysis/1kot2lDXaF496sebPI8Bz9,0.796,188985,0.438,1kot2lDXaF496sebPI8Bz9,0.0135,6,0.146,-7.374,0,2,0.157,149.998,4,https://api.spotify.com/v1/tracks/1kot2lDXaF496sebPI8Bz9,audio_features,spotify:track:1kot2lDXaF496sebPI8Bz9,0.442
0.292,https://api.spotify.com/v1/audio-analysis/1kTugNMVMbaQep1srMua2q,0.767,181000,0.677,1kTugNMVMbaQep1srMua2q,0,5,0.292,-4.668,1,"Bad At Love - Recorded at Sound Stage Studios Nashville",0.0332,119.954,4,https://api.spotify.com/v1/tracks/1kTugNMVMbaQep1srMua2q,audio_features,spotify:track:1kTugNMVMbaQep1srMua2q,0.591
0.754,https://api.spotify.com/v1/audio-analysis/1kwnxJNVl7cwcU98RvMBaR,0.828,330507,0.182,1kwnxJNVl7cwcU98RvMBaR,0.0706,1,0.15,-13.066,0,Surf,0.166,147.279,4,https://api.spotify.com/v1/tracks/1kwnxJNVl7cwcU98RvMBaR,audio_features,spotify:track:1kwnxJNVl7cwcU98RvMBaR,0.231
0.029,https://api.spotify.com/v1/audio-analysis/1laW7B0FcRQWeCSL6K8zPm,0.641,209200,0.665,1laW7B0FcRQWeCSL6K8zPm,0.00266,5,0.0933,-8.301,1,"Loop Love",0.0338,121.962,4,https://api.spotify.com/v1/tracks/1laW7B0FcRQWeCSL6K8zPm,audio_features,spotify:track:1laW7B0FcRQWeCSL6K8zPm,0.624
0.652,https://api.spotify.com/v1/audio-analysis/1lFyl3GQuhxV5161Z58QNG,0.686,107681,0.285,1lFyl3GQuhxV5161Z58QNG,0.0000358,7,0.111,-13.499,1,Drowning,0.037,180.037,4,https://api.spotify.com/v1/tracks/1lFyl3GQuhxV5161Z58QNG,audio_features,spotify:track:1lFyl3GQuhxV5161Z58QNG,0.586
0.177,https://api.spotify.com/v1/audio-analysis/1lguQJjlNrIOoOylYVZN3M,0.423,297760,0.797,1lguQJjlNrIOoOylYVZN3M,0,0,0.137,-4.659,1,"The Judge",0.124,82.617,4,https://api.spotify.com/v1/tracks/1lguQJjlNrIOoOylYVZN3M,audio_features,spotify:track:1lguQJjlNrIOoOylYVZN3M,0.592
0.198,https://api.spotify.com/v1/audio-analysis/1lmDRuRa12CImUQziVfVw5,0.787,183253,0.508,1lmDRuRa12CImUQziVfVw5,0,6,0.0834,-7.786,0,"Wife You Up",0.137,83.975,4,https://api.spotify.com/v1/tracks/1lmDRuRa12CImUQziVfVw5,audio_features,spotify:track:1lmDRuRa12CImUQziVfVw5,0.457
0.489,https://api.spotify.com/v1/audio-analysis/1lNHWPDvKEbamKezpLq7HW,0.788,160347,0.473,1lNHWPDvKEbamKezpLq7HW,0.254,0,0.109,-12.744,1,"no song without you",0.0328,105.429,4,https://api.spotify.com/v1/tracks/1lNHWPDvKEbamKezpLq7HW,audio_features,spotify:track:1lNHWPDvKEbamKezpLq7HW,0.81
0.644,https://api.spotify.com/v1/audio-analysis/1lTlQGQzaZoNX8SDNqYtUi,0.504,176413,0.768,1lTlQGQzaZoNX8SDNqYtUi,0.207,4,0.0922,-8.64,0,Ceilings,0.0383,79.985,4,https://api.spotify.com/v1/tracks/1lTlQGQzaZoNX8SDNqYtUi,audio_features,spotify:track:1lTlQGQzaZoNX8SDNqYtUi,0.441
0.0853,https://api.spotify.com/v1/audio-analysis/1LvU6IFqQnXOIwJyBDb2io,0.752,243816,0.679,1LvU6IFqQnXOIwJyBDb2io,0,11,0.28,-6.453,1,"She Calls Me Back",0.0391,127.945,4,https://api.spotify.com/v1/tracks/1LvU6IFqQnXOIwJyBDb2io,audio_features,spotify:track:1LvU6IFqQnXOIwJyBDb2io,0.704
0.00919,https://api.spotify.com/v1/audio-analysis/1n6GO3UyV8ZXtnOGSz3YJ5,0.562,427806,0.846,1n6GO3UyV8ZXtnOGSz3YJ5,0.00117,9,0.239,-5.178,0,"Before I Go",0.0637,99.027,4,https://api.spotify.com/v1/tracks/1n6GO3UyV8ZXtnOGSz3YJ5,audio_features,spotify:track:1n6GO3UyV8ZXtnOGSz3YJ5,0.164
0.0104,https://api.spotify.com/v1/audio-analysis/1nahzW3kfMuwReTka28tH5,0.658,170813,0.634,1nahzW3kfMuwReTka28tH5,0,1,0.12,-6.068,0,"Hold On",0.0431,140.002,4,https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5,audio_features,spotify:track:1nahzW3kfMuwReTka28tH5,0.302
0.72,https://api.spotify.com/v1/audio-analysis/1NH2BpZ4oclG76c4yuqokT,0.649,252857,0.428,1NH2BpZ4oclG76c4yuqokT,0.00000109,1,0.366,-7.538,1,"cycle of games",0.0298,111.982,4,https://api.spotify.com/v1/tracks/1NH2BpZ4oclG76c4yuqokT,audio_features,spotify:track:1NH2BpZ4oclG76c4yuqokT,0.129
0.806,https://api.spotify.com/v1/audio-analysis/1nMlHxWuPc5P9Y5nGvenlj,0.491,316440,0.299,1nMlHxWuPc5P9Y5nGvenlj,0,11,0.188,-8.86,1,"I Wish I Was",0.0317,109.329,4,https://api.spotify.com/v1/tracks/1nMlHxWuPc5P9Y5nGvenlj,audio_features,spotify:track:1nMlHxWuPc5P9Y5nGvenlj,0.265
0.00566,https://api.spotify.com/v1/audio-analysis/1nonPxrZoz42XGsKtLo3mg,0.578,185832,0.952,1nonPxrZoz42XGsKtLo3mg,0.000249,0,0.189,-3.622,1,"1 Last Cigarette",0.0567,140.097,4,https://api.spotify.com/v1/tracks/1nonPxrZoz42XGsKtLo3mg,audio_features,spotify:track:1nonPxrZoz42XGsKtLo3mg,0.686
0.115,https://api.spotify.com/v1/audio-analysis/1nSWQ5Y7OcuGiWGdA1UYlr,0.59,219134,0.697,1nSWQ5Y7OcuGiWGdA1UYlr,0.00308,9,0.121,-6.973,1,"June, After Dark",0.0356,106.06,4,https://api.spotify.com/v1/tracks/1nSWQ5Y7OcuGiWGdA1UYlr,audio_features,spotify:track:1nSWQ5Y7OcuGiWGdA1UYlr,0.323
0.000415,https://api.spotify.com/v1/audio-analysis/1nVLAEzhBXMJLR5zAl90Nl,0.366,200707,0.651,1nVLAEzhBXMJLR5zAl90Nl,0.00526,4,0.271,-3.842,1,"Crazy Girl",0.031,151.343,3,https://api.spotify.com/v1/tracks/1nVLAEzhBXMJLR5zAl90Nl,audio_features,spotify:track:1nVLAEzhBXMJLR5zAl90Nl,0.257
0.477,https://api.spotify.com/v1/audio-analysis/1NVx5T57ZqtA076MaLSKuY,0.649,205573,0.265,1NVx5T57ZqtA076MaLSKuY,0,2,0.0702,-11.691,0,"Too Close for Comfort",0.0524,87.408,4,https://api.spotify.com/v1/tracks/1NVx5T57ZqtA076MaLSKuY,audio_features,spotify:track:1NVx5T57ZqtA076MaLSKuY,0.514
0.364,https://api.spotify.com/v1/audio-analysis/1o22EcqsCANhwYdaNOSdwS,0.702,181400,0.607,1o22EcqsCANhwYdaNOSdwS,0.0271,2,0.123,-6.509,1,Tessellate,0.0405,116.969,4,https://api.spotify.com/v1/tracks/1o22EcqsCANhwYdaNOSdwS,audio_features,spotify:track:1o22EcqsCANhwYdaNOSdwS,0.436
0.0229,https://api.spotify.com/v1/audio-analysis/1obc8feWWFTgvS8FX9rg49,0.558,193120,0.939,1obc8feWWFTgvS8FX9rg49,0.00000327,1,0.134,-2.643,1,Puppet,0.151,151.943,4,https://api.spotify.com/v1/tracks/1obc8feWWFTgvS8FX9rg49,audio_features,spotify:track:1obc8feWWFTgvS8FX9rg49,0.845
0.229,https://api.spotify.com/v1/audio-analysis/1Omt5bfz1tZUCqd26HxbS0,0.581,240600,0.687,1Omt5bfz1tZUCqd26HxbS0,0,6,0.109,-5.4,1,Beyond,0.105,76.014,4,https://api.spotify.com/v1/tracks/1Omt5bfz1tZUCqd26HxbS0,audio_features,spotify:track:1Omt5bfz1tZUCqd26HxbS0,0.187
0.0339,https://api.spotify.com/v1/audio-analysis/1OrhwZaLMoymvyxSgKNBLk,0.0877,190267,0.222,1OrhwZaLMoymvyxSgKNBLk,0.697,1,0.375,-14.838,0,Mistakes,0.035,70.222,4,https://api.spotify.com/v1/tracks/1OrhwZaLMoymvyxSgKNBLk,audio_features,spotify:track:1OrhwZaLMoymvyxSgKNBLk,0.0331
0.402,https://api.spotify.com/v1/audio-analysis/1OsjZeUg7cGuiCr4E8schs,0.603,232000,0.49,1OsjZeUg7cGuiCr4E8schs,0.00000404,6,0.125,-8.58,1,"Need To Know (feat. Chance The Rapper)",0.129,85.876,4,https://api.spotify.com/v1/tracks/1OsjZeUg7cGuiCr4E8schs,audio_features,spotify:track:1OsjZeUg7cGuiCr4E8schs,0.331
0.948,https://api.spotify.com/v1/audio-analysis/1OubIZ0ARYCUq5kceYUQiO,0.465,256427,0.225,1OubIZ0ARYCUq5kceYUQiO,0.00155,4,0.18,-12.637,0,"Congratulations (feat. Bilal)",0.0455,57.75,4,https://api.spotify.com/v1/tracks/1OubIZ0ARYCUq5kceYUQiO,audio_features,spotify:track:1OubIZ0ARYCUq5kceYUQiO,0.207
0.0333,https://api.spotify.com/v1/audio-analysis/1OuN92HcVG6NVpWbeESNB3,0.875,256507,0.599,1OuN92HcVG6NVpWbeESNB3,0.0143,9,0.113,-9.077,0,Everybody,0.138,152.061,4,https://api.spotify.com/v1/tracks/1OuN92HcVG6NVpWbeESNB3,audio_features,spotify:track:1OuN92HcVG6NVpWbeESNB3,0.112
0.0254,https://api.spotify.com/v1/audio-analysis/1oxODnqKnNqJ3oW945zbUu,0.501,266413,0.798,1oxODnqKnNqJ3oW945zbUu,0,5,0.413,-5.835,1,"Another Night On Mars",0.0329,79.918,4,https://api.spotify.com/v1/tracks/1oxODnqKnNqJ3oW945zbUu,audio_features,spotify:track:1oxODnqKnNqJ3oW945zbUu,0.611
0.214,https://api.spotify.com/v1/audio-analysis/1p5kC161fWMA2QlwV3Vi4W,0.828,225107,0.653,1p5kC161fWMA2QlwV3Vi4W,0.00000325,0,0.0404,-6.245,0,"Fuck It (I Don't Want You Back)",0.0653,68.507,4,https://api.spotify.com/v1/tracks/1p5kC161fWMA2QlwV3Vi4W,audio_features,spotify:track:1p5kC161fWMA2QlwV3Vi4W,0.575
0.00654,https://api.spotify.com/v1/audio-analysis/1p8R6ArQGBFpzoaLJiLvJh,0.62,206965,0.926,1p8R6ArQGBFpzoaLJiLvJh,0.00423,11,0.25,-4.587,1,"Stay With Me (with Absolutely)",0.0599,131.972,4,https://api.spotify.com/v1/tracks/1p8R6ArQGBFpzoaLJiLvJh,audio_features,spotify:track:1p8R6ArQGBFpzoaLJiLvJh,0.125
0.000956,https://api.spotify.com/v1/audio-analysis/1P9VGEZN9L7YbIlsENOtJW,0.402,182867,0.823,1P9VGEZN9L7YbIlsENOtJW,0,2,0.343,-3.994,1,"smoke break//",0.134,170.192,4,https://api.spotify.com/v1/tracks/1P9VGEZN9L7YbIlsENOtJW,audio_features,spotify:track:1P9VGEZN9L7YbIlsENOtJW,0.314
0.037,https://api.spotify.com/v1/audio-analysis/1Pibc93vnsjsavm6uP7fFU,0.815,244193,0.727,1Pibc93vnsjsavm6uP7fFU,0.0000208,1,0.0582,-5.539,0,"Fkn Around",0.114,111,4,https://api.spotify.com/v1/tracks/1Pibc93vnsjsavm6uP7fFU,audio_features,spotify:track:1Pibc93vnsjsavm6uP7fFU,0.636
0.0632,https://api.spotify.com/v1/audio-analysis/1piEJdOL2w4Fl7IRqhOQD3,0.664,233667,0.787,1piEJdOL2w4Fl7IRqhOQD3,0,9,0.225,-4.921,1,"The Pocket",0.117,100.07,4,https://api.spotify.com/v1/tracks/1piEJdOL2w4Fl7IRqhOQD3,audio_features,spotify:track:1piEJdOL2w4Fl7IRqhOQD3,0.57
0.445,https://api.spotify.com/v1/audio-analysis/1pNAf6W7POwjOD8x8mWf8G,0.715,215556,0.71,1pNAf6W7POwjOD8x8mWf8G,0.000284,4,0.103,-9.504,1,"Nobody Knows",0.432,162.043,4,https://api.spotify.com/v1/tracks/1pNAf6W7POwjOD8x8mWf8G,audio_features,spotify:track:1pNAf6W7POwjOD8x8mWf8G,0.526
0.736,https://api.spotify.com/v1/audio-analysis/1pxeff4TJZvvHmZGtkEied,0.52,228347,0.184,1pxeff4TJZvvHmZGtkEied,0.00863,0,0.129,-13.653,1,"It Was Enough",0.0276,86.488,4,https://api.spotify.com/v1/tracks/1pxeff4TJZvvHmZGtkEied,audio_features,spotify:track:1pxeff4TJZvvHmZGtkEied,0.179
0.672,https://api.spotify.com/v1/audio-analysis/1QbuQrPLqT1c2yJx1o6sY2,0.641,301614,0.303,1QbuQrPLqT1c2yJx1o6sY2,0.00102,1,0.124,-12.803,1,"I've Never Felt So Good",0.0639,81.984,4,https://api.spotify.com/v1/tracks/1QbuQrPLqT1c2yJx1o6sY2,audio_features,spotify:track:1QbuQrPLqT1c2yJx1o6sY2,0.14
0.988,https://api.spotify.com/v1/audio-analysis/1qDTsxSnBxNwh6CdPWvkaz,0.349,264373,0.0348,1qDTsxSnBxNwh6CdPWvkaz,0.00172,4,0.105,-19.026,1,"One For My Baby (And One More For The Road) - Remastered",0.0389,174.567,3,https://api.spotify.com/v1/tracks/1qDTsxSnBxNwh6CdPWvkaz,audio_features,spotify:track:1qDTsxSnBxNwh6CdPWvkaz,0.193
0.0244,https://api.spotify.com/v1/audio-analysis/1qwnPVOIJjAFfCc40Etb1D,0.711,205000,0.801,1qwnPVOIJjAFfCc40Etb1D,0.000113,6,0.135,-3.742,1,Homegrown,0.029,105.006,4,https://api.spotify.com/v1/tracks/1qwnPVOIJjAFfCc40Etb1D,audio_features,spotify:track:1qwnPVOIJjAFfCc40Etb1D,0.956
0.248,https://api.spotify.com/v1/audio-analysis/1R6hlXECMJgMvgHwNpW9XX,0.422,272693,0.808,1R6hlXECMJgMvgHwNpW9XX,0,5,0.137,-4.601,1,"face the sun (feat. Lenny Kravitz)",0.0453,130.931,4,https://api.spotify.com/v1/tracks/1R6hlXECMJgMvgHwNpW9XX,audio_features,spotify:track:1R6hlXECMJgMvgHwNpW9XX,0.16
0.693,https://api.spotify.com/v1/audio-analysis/1RaJMyCatBXw5hGCpVzTp4,0.799,247619,0.778,1RaJMyCatBXw5hGCpVzTp4,0.0101,1,0.118,-7.852,0,"Me vs. Me",0.105,125.996,4,https://api.spotify.com/v1/tracks/1RaJMyCatBXw5hGCpVzTp4,audio_features,spotify:track:1RaJMyCatBXw5hGCpVzTp4,0.806
0.293,https://api.spotify.com/v1/audio-analysis/1RIb17RSfLjAyFv847aKeh,0.783,279216,0.644,1RIb17RSfLjAyFv847aKeh,0.00000615,11,0.489,-8.454,0,Marathons,0.0868,112.001,4,https://api.spotify.com/v1/tracks/1RIb17RSfLjAyFv847aKeh,audio_features,spotify:track:1RIb17RSfLjAyFv847aKeh,0.583
0.306,https://api.spotify.com/v1/audio-analysis/1rmCgwtyg3QXe7iKu1dqpD,0.925,115618,0.453,1rmCgwtyg3QXe7iKu1dqpD,0.0000699,9,0.0972,-8.376,0,Billy,0.168,137.022,4,https://api.spotify.com/v1/tracks/1rmCgwtyg3QXe7iKu1dqpD,audio_features,spotify:track:1rmCgwtyg3QXe7iKu1dqpD,0.52
0.808,https://api.spotify.com/v1/audio-analysis/1RMJOxR6GRPsBHL8qeC2ux,0.524,209831,0.364,1RMJOxR6GRPsBHL8qeC2ux,0,7,0.1,-10.209,1,"Best Part (feat. H.E.R.)",0.0367,75.24,4,https://api.spotify.com/v1/tracks/1RMJOxR6GRPsBHL8qeC2ux,audio_features,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,0.436
0.403,https://api.spotify.com/v1/audio-analysis/1s8DkdE3uOWrGU7vonKrbK,0.546,199493,0.776,1s8DkdE3uOWrGU7vonKrbK,0.00633,1,0.193,-7.359,1,"All Over Me",0.0352,169.847,4,https://api.spotify.com/v1/tracks/1s8DkdE3uOWrGU7vonKrbK,audio_features,spotify:track:1s8DkdE3uOWrGU7vonKrbK,0.888
0.156,https://api.spotify.com/v1/audio-analysis/1SHA4IJyiyNobDOrQzFFXy,0.751,190802,0.713,1SHA4IJyiyNobDOrQzFFXy,0.0000959,1,0.0508,-7.333,1,"Animal Spirits",0.0544,100.856,4,https://api.spotify.com/v1/tracks/1SHA4IJyiyNobDOrQzFFXy,audio_features,spotify:track:1SHA4IJyiyNobDOrQzFFXy,0.906
0.415,https://api.spotify.com/v1/audio-analysis/1sj3R593P4KJwosbplUSoo,0.527,330880,0.561,1sj3R593P4KJwosbplUSoo,0.0032,5,0.113,-7.298,1,"Whenever, Wherever",0.0308,124.895,4,https://api.spotify.com/v1/tracks/1sj3R593P4KJwosbplUSoo,audio_features,spotify:track:1sj3R593P4KJwosbplUSoo,0.157
0.0306,https://api.spotify.com/v1/audio-analysis/1sl1cpix9GnwNwaVt04BIu,0.927,109302,0.563,1sl1cpix9GnwNwaVt04BIu,0,7,0.0736,-5.827,1,"ICY GRL",0.175,103.312,4,https://api.spotify.com/v1/tracks/1sl1cpix9GnwNwaVt04BIu,audio_features,spotify:track:1sl1cpix9GnwNwaVt04BIu,0.842
